,class,day,nswdemand,nswprice,period,transfer,vicdemand,vicprice
1493,2,0.649,0.359,0.033,0.702,1.0,0.224,0.002
1494,2,0.593,0.349,0.037,0.723,1.0,0.252,0.002
1495,2,0.565,0.369,0.042,0.745,1.0,0.286,0.003
1496,1,0.533,0.425,0.063,0.766,1.0,0.338,0.004
1497,1,0.536,0.454,0.075,0.787,1.0,0.396,0.005
1498,1,0.503,0.431,0.072,0.809,1.0,0.398,0.005
1499,1,0.522,0.397,0.048,0.83,1.0,0.369,0.003
1500,1,0.538,0.374,0.047,0.851,1.0,0.342,0.003
1501,2,0.528,0.347,0.042,0.872,1.0,0.314,0.003
1502,2,0.568,0.326,0.04,0.894,1.0,0.284,0.003
1503,2,0.581,0.305,0.036,0.915,1.0,0.262,0.002
1504,1,0.567,0.33,0.044,0.936,1.0,0.256,0.003
1505,2,0.507,0.335,0.042,0.957,1.0,0.258,0.003
1506,1,0.429,0.34,0.07,0.979,1.0,0.357,0.005
1507,1,0.449,0.308,0.045,1.0,1.0,0.353,0.003
1508,2,0.466,0.284,0.041,0.0,0.0,0.314,0.003
1509,2,0.515,0.238,0.038,0.021,0.0,0.268,0.003
1510,2,0.454,0.207,0.041,0.043,0.0,0.316,0.003
1511,2,0.498,0.174,0.031,0.064,0.0,0.284,0.002
1512,2,0.555,0.136,0.028,0.085,0.0,0.233,0.002
1513,2,0.593,0.11,0.027,0.106,0.0,0.185,0.002
1514,2,0.641,0.086,0.025,0.128,0.0,0.144,0.002
1515,2,0.668,0.072,0.021,0.149,0.0,0.11,0.001
1516,2,0.686,0.068,0.021,0.17,0.0,0.082,0.001
1517,2,0.693,0.068,0.022,0.191,0.0,0.064,0.001
1518,2,0.7,0.071,0.022,0.213,0.0,0.049,0.001
1519,2,0.693,0.073,0.02,0.234,0.0,0.045,0.001
1520,2,0.7,0.099,0.024,0.255,0.0,0.045,0.002
1521,2,0.695,0.127,0.025,0.277,0.0,0.066,0.002
1522,2,0.762,0.158,0.023,0.298,0.0,0.068,0.001
1523,2,0.699,0.202,0.027,0.319,0.0,0.104,0.002
1524,2,0.63,0.243,0.03,0.34,0.0,0.147,0.002
1525,2,0.568,0.278,0.03,0.362,0.0,0.185,0.002
1526,2,0.584,0.317,0.031,0.383,0.0,0.205,0.002
1527,2,0.569,0.331,0.034,0.404,0.0,0.217,0.002
1528,2,0.575,0.33,0.033,0.426,0.0,0.227,0.002
1529,2,0.562,0.321,0.032,0.447,0.0,0.223,0.002
1530,2,0.568,0.312,0.031,0.468,0.0,0.223,0.002
1531,2,0.571,0.31,0.031,0.489,0.0,0.226,0.002
1532,2,0.572,0.302,0.03,0.511,0.0,0.224,0.002
1533,2,0.585,0.294,0.03,0.532,0.0,0.211,0.002
1534,2,0.585,0.284,0.032,0.553,0.0,0.206,0.002
1535,2,0.569,0.269,0.03,0.574,0.0,0.191,0.002
1536,2,0.618,0.262,0.028,0.596,0.0,0.177,0.002
1537,2,0.66,0.256,0.027,0.617,0.0,0.171,0.002
1538,2,0.648,0.25,0.027,0.638,0.0,0.166,0.002
1539,2,0.624,0.247,0.027,0.66,0.0,0.167,0.002
1540,2,0.584,0.236,0.027,0.681,0.0,0.175,0.002
1541,2,0.53,0.247,0.028,0.702,0.0,0.201,0.002
1542,2,0.504,0.243,0.028,0.723,0.0,0.231,0.002
1543,2,0.507,0.281,0.034,0.745,0.0,0.284,0.002
1544,1,0.455,0.333,0.042,0.766,0.0,0.344,0.003
1545,1,0.398,0.367,0.056,0.787,0.0,0.432,0.004
1546,1,0.34,0.347,0.044,0.809,0.0,0.453,0.003
1547,1,0.364,0.327,0.048,0.83,0.0,0.438,0.003
1548,1,0.357,0.312,0.041,0.851,0.0,0.413,0.003
1549,1,0.399,0.298,0.04,0.872,0.0,0.386,0.003
1550,2,0.43,0.271,0.033,0.894,0.0,0.343,0.002
1551,2,0.451,0.247,0.031,0.915,0.0,0.298,0.002
1552,1,0.498,0.28,0.037,0.936,0.0,0.271,0.002
1553,2,0.476,0.286,0.03,0.957,0.0,0.254,0.002
1554,1,0.404,0.293,0.043,0.979,0.0,0.329,0.003
1555,1,0.409,0.267,0.034,1.0,0.0,0.317,0.002
1556,2,0.41,0.249,0.028,0.0,0.167,0.285,0.002
1557,2,0.424,0.222,0.028,0.021,0.167,0.261,0.002
1558,2,0.358,0.188,0.03,0.043,0.167,0.317,0.002
1559,2,0.403,0.165,0.03,0.064,0.167,0.292,0.002
1560,2,0.453,0.132,0.027,0.085,0.167,0.257,0.002
1561,2,0.514,0.102,0.026,0.106,0.167,0.217,0.002
1562,2,0.521,0.08,0.024,0.128,0.167,0.178,0.002
1563,2,0.582,0.069,0.023,0.149,0.167,0.144,0.002
1564,2,0.583,0.057,0.025,0.17,0.167,0.125,0.002
1565,2,0.594,0.064,0.024,0.191,0.167,0.115,0.002
1566,2,0.576,0.073,0.025,0.213,0.167,0.128,0.002
1567,2,0.483,0.073,0.026,0.234,0.167,0.161,0.002
1568,1,0.461,0.109,0.034,0.255,0.167,0.241,0.002
1569,1,0.354,0.144,0.042,0.277,0.167,0.353,0.003
1570,1,0.258,0.164,0.036,0.298,0.167,0.422,0.003
1571,1,0.206,0.207,0.044,0.319,0.167,0.493,0.003
1572,1,0.22,0.255,0.049,0.34,0.167,0.524,0.004
1573,1,0.221,0.279,0.042,0.362,0.167,0.515,0.003
1574,1,0.238,0.334,0.047,0.383,0.167,0.516,0.003
1575,1,0.248,0.357,0.043,0.404,0.167,0.508,0.003
1576,1,0.253,0.355,0.043,0.426,0.167,0.494,0.003
1577,1,0.23,0.351,0.043,0.447,0.167,0.49,0.003
1578,1,0.282,0.345,0.042,0.468,0.167,0.479,0.003
1579,1,0.268,0.34,0.043,0.489,0.167,0.475,0.003
1580,1,0.318,0.336,0.043,0.511,0.167,0.463,0.003
1581,1,0.314,0.323,0.044,0.532,0.167,0.452,0.003
1582,1,0.305,0.314,0.043,0.553,0.167,0.457,0.003
1583,1,0.293,0.306,0.043,0.574,0.167,0.455,0.003
1584,1,0.318,0.297,0.044,0.596,0.167,0.444,0.003
1585,1,0.283,0.288,0.042,0.617,0.167,0.434,0.003
1586,1,0.326,0.285,0.043,0.638,0.167,0.431,0.003
1587,1,0.306,0.286,0.043,0.66,0.167,0.442,0.003
1588,1,0.24,0.286,0.047,0.681,0.167,0.473,0.003
1589,1,0.257,0.308,0.062,0.702,0.167,0.512,0.004
1590,1,0.239,0.326,0.066,0.723,0.167,0.566,0.005
1591,1,0.21,0.368,0.086,0.745,0.167,0.622,0.006
1592,1,0.115,0.418,0.092,0.766,0.167,0.661,0.006
1593,1,0.153,0.439,0.092,0.787,0.167,0.672,0.007
1594,1,0.197,0.407,0.086,0.809,0.167,0.647,0.006
1595,1,0.2,0.378,0.077,0.83,0.167,0.607,0.005
1596,1,0.278,0.356,0.052,0.851,0.167,0.56,0.004
1597,2,0.296,0.335,0.043,0.872,0.167,0.511,0.003
1598,2,0.31,0.314,0.041,0.894,0.167,0.454,0.003
1599,2,0.397,0.286,0.032,0.915,0.167,0.404,0.002
1600,2,0.433,0.316,0.038,0.936,0.167,0.362,0.003
1601,2,0.425,0.325,0.035,0.957,0.167,0.327,0.002
1602,1,0.457,0.345,0.068,0.979,0.167,0.424,0.005
1603,1,0.482,0.341,0.046,1.0,0.167,0.417,0.003
1604,2,0.395,0.327,0.043,0.0,0.333,0.376,0.003
1605,2,0.387,0.309,0.039,0.021,0.333,0.343,0.003
1606,1,0.351,0.28,0.049,0.043,0.333,0.4,0.003
1607,2,0.325,0.242,0.038,0.064,0.333,0.371,0.003
1608,2,0.432,0.205,0.036,0.085,0.333,0.321,0.002
1609,2,0.475,0.17,0.038,0.106,0.333,0.273,0.003
1610,2,0.492,0.143,0.033,0.128,0.333,0.228,0.002
1611,2,0.508,0.123,0.028,0.149,0.333,0.19,0.002
1612,2,0.588,0.122,0.04,0.17,0.333,0.168,0.003
1613,2,0.602,0.129,0.032,0.191,0.333,0.161,0.002
1614,2,0.568,0.152,0.034,0.213,0.333,0.176,0.002
1615,2,0.541,0.195,0.043,0.234,0.333,0.216,0.003
1616,1,0.53,0.277,0.047,0.255,0.333,0.309,0.003
1617,1,0.342,0.344,0.062,0.277,0.333,0.417,0.004
1618,1,0.346,0.357,0.067,0.298,0.333,0.48,0.005
1619,1,0.349,0.422,0.086,0.319,0.333,0.549,0.006
1620,1,0.304,0.463,0.089,0.34,0.333,0.579,0.006
1621,1,0.276,0.497,0.09,0.362,0.333,0.578,0.006
1622,1,0.325,0.555,0.143,0.383,0.333,0.591,0.01
1623,1,0.341,0.573,0.174,0.404,0.333,0.577,0.012
1624,1,0.313,0.564,0.163,0.426,0.333,0.577,0.011
1625,1,0.333,0.549,0.14,0.447,0.333,0.582,0.01
1626,1,0.347,0.545,0.102,0.468,0.333,0.584,0.007
1627,1,0.312,0.541,0.091,0.489,0.333,0.583,0.006
1628,1,0.325,0.543,0.099,0.511,0.333,0.589,0.007
1629,1,0.315,0.533,0.089,0.532,0.333,0.586,0.006
1630,1,0.342,0.517,0.089,0.553,0.333,0.595,0.006
1631,1,0.271,0.501,0.08,0.574,0.333,0.596,0.005
1632,1,0.27,0.49,0.071,0.596,0.333,0.589,0.005
1633,2,0.379,0.481,0.064,0.617,0.333,0.573,0.004
1634,2,0.404,0.471,0.042,0.638,0.333,0.549,0.003
1635,2,0.335,0.469,0.053,0.66,0.333,0.568,0.004
1636,2,0.254,0.472,0.041,0.681,0.333,0.603,0.003
1637,1,0.206,0.479,0.075,0.702,0.333,0.649,0.005
1638,2,0.186,0.487,0.059,0.723,0.333,0.7,0.342
1639,2,0.211,0.511,0.058,0.745,0.333,0.756,0.011
1640,2,0.212,0.523,0.059,0.766,0.333,0.794,0.358
1641,1,0.048,0.551,0.09,0.787,0.333,0.839,0.006
1642,1,0.067,0.518,0.09,0.809,0.333,0.835,0.006
1643,1,0.093,0.489,0.079,0.83,0.333,0.798,0.005
1644,2,0.066,0.464,0.054,0.851,0.333,0.756,0.004
1645,2,0.143,0.438,0.059,0.872,0.333,0.713,0.004
1646,2,0.166,0.405,0.051,0.894,0.333,0.658,0.004
1647,2,0.186,0.373,0.042,0.915,0.333,0.601,0.003
1648,1,0.285,0.419,0.125,0.936,0.333,0.535,0.009
1649,2,0.299,0.44,0.043,0.957,0.333,0.479,0.003
1650,1,0.307,0.452,0.087,0.979,0.333,0.544,0.006
1651,1,0.341,0.45,0.073,1.0,0.333,0.526,0.005
1652,2,0.379,0.437,0.062,0.0,0.5,0.485,0.004
1653,2,0.35,0.412,0.049,0.021,0.5,0.448,0.003
1654,2,0.263,0.38,0.058,0.043,0.5,0.495,0.004
1655,2,0.268,0.324,0.042,0.064,0.5,0.47,0.003
1656,2,0.354,0.273,0.044,0.085,0.5,0.414,0.003
1657,2,0.428,0.229,0.041,0.106,0.5,0.367,0.003
1658,2,0.481,0.189,0.041,0.128,0.5,0.324,0.003
1659,2,0.52,0.172,0.038,0.149,0.5,0.291,0.003
1660,2,0.568,0.162,0.037,0.17,0.5,0.258,0.002
1661,2,0.602,0.165,0.034,0.191,0.5,0.257,0.002
1662,2,0.582,0.196,0.039,0.213,0.5,0.268,0.003
1663,2,0.532,0.24,0.042,0.234,0.5,0.318,0.003
1664,2,0.445,0.324,0.066,0.255,0.5,0.424,0.004
1665,1,0.343,0.388,0.079,0.277,0.5,0.555,0.005
1666,2,0.196,0.388,0.032,0.298,0.5,0.639,0.002
1667,2,0.176,0.441,0.066,0.319,0.5,0.739,0.005
1668,1,0.175,0.471,0.088,0.34,0.5,0.779,0.006
1669,1,0.202,0.487,0.086,0.362,0.5,0.774,0.006
1670,1,0.2,0.538,0.116,0.383,0.5,0.777,0.008
1671,1,0.221,0.55,0.091,0.404,0.5,0.768,0.006
1672,1,0.247,0.532,0.085,0.426,0.5,0.755,0.006
1673,2,0.233,0.508,0.061,0.447,0.5,0.72,0.004
1674,1,0.285,0.502,0.083,0.468,0.5,0.718,0.006
1675,1,0.295,0.5,0.085,0.489,0.5,0.717,0.006
1676,2,0.261,0.483,0.053,0.511,0.5,0.695,0.004
1677,2,0.226,0.47,0.047,0.532,0.5,0.671,0.003
1678,1,0.275,0.471,0.07,0.553,0.5,0.689,0.005
1679,1,0.243,0.465,0.07,0.574,0.5,0.701,0.005
1680,1,0.252,0.466,0.068,0.596,0.5,0.694,0.005
1681,1,0.266,0.464,0.072,0.617,0.5,0.682,0.005
1682,1,0.272,0.457,0.075,0.638,0.5,0.676,0.005
1683,1,0.245,0.463,0.077,0.66,0.5,0.678,0.005
1684,2,0.199,0.464,0.048,0.681,0.5,0.702,0.003
1685,1,0.188,0.479,0.075,0.702,0.5,0.744,0.005
1686,1,0.132,0.497,0.084,0.723,0.5,0.795,0.006
1687,1,0.125,0.533,0.083,0.745,0.5,0.847,0.006
1688,1,0.152,0.573,0.087,0.766,0.5,0.876,0.006
1689,1,0.104,0.602,0.124,0.787,0.5,0.915,0.009
1690,1,0.126,0.575,0.102,0.809,0.5,0.906,0.007
1691,1,0.127,0.54,0.093,0.83,0.5,0.875,0.006
1692,1,0.117,0.519,0.091,0.851,0.5,0.828,0.006
1693,1,0.199,0.498,0.113,0.872,0.5,0.782,0.008
1694,1,0.209,0.462,0.125,0.894,0.5,0.732,0.009
1695,1,0.27,0.427,0.083,0.915,0.5,0.661,0.006
1696,1,0.381,0.465,0.075,0.936,0.5,0.597,0.005
1697,1,0.309,0.474,0.072,0.957,0.5,0.538,0.005
1698,1,0.369,0.49,0.098,0.979,0.5,0.597,0.007
1699,1,0.419,0.486,0.077,1.0,0.5,0.563,0.005
1700,1,0.446,0.467,0.074,0.0,0.667,0.513,0.005
1701,1,0.476,0.45,0.072,0.021,0.667,0.472,0.005
1702,1,0.39,0.412,0.073,0.043,0.667,0.525,0.005
1703,2,0.475,0.363,0.065,0.064,0.667,0.492,0.004
1704,2,0.511,0.311,0.063,0.085,0.667,0.445,0.004
1705,2,0.521,0.26,0.045,0.106,0.667,0.389,0.003
1706,2,0.552,0.221,0.044,0.128,0.667,0.343,0.003
1707,2,0.522,0.197,0.043,0.149,0.667,0.306,0.003
1708,2,0.6,0.181,0.044,0.17,0.667,0.276,0.003
1709,2,0.608,0.188,0.044,0.191,0.667,0.267,0.003
1710,2,0.593,0.219,0.045,0.213,0.667,0.284,0.003
1711,2,0.604,0.261,0.047,0.234,0.667,0.329,0.003
1712,2,0.478,0.358,0.067,0.255,0.667,0.44,0.005
1713,1,0.421,0.426,0.088,0.277,0.667,0.554,0.006
1714,2,0.287,0.418,0.059,0.298,0.667,0.629,0.004
1715,2,0.24,0.467,0.066,0.319,0.667,0.716,0.005
1716,1,0.258,0.499,0.088,0.34,0.667,0.749,0.006
1717,1,0.209,0.514,0.088,0.362,0.667,0.737,0.006
1718,1,0.248,0.551,0.088,0.383,0.667,0.736,0.006
1719,1,0.257,0.561,0.088,0.404,0.667,0.724,0.006
1720,1,0.257,0.541,0.086,0.426,0.667,0.718,0.006
1721,2,0.207,0.52,0.07,0.447,0.667,0.712,0.005
1722,2,0.213,0.508,0.053,0.468,0.667,0.705,0.004
1723,1,0.278,0.498,0.08,0.489,0.667,0.703,0.006
1724,2,0.265,0.49,0.07,0.511,0.667,0.686,0.005
1725,1,0.301,0.483,0.088,0.532,0.667,0.679,0.006
1726,1,0.341,0.477,0.088,0.553,0.667,0.686,0.006
1727,1,0.361,0.469,0.088,0.574,0.667,0.68,0.006
1728,1,0.36,0.465,0.091,0.596,0.667,0.669,0.006
1729,1,0.413,0.459,0.089,0.617,0.667,0.67,0.006
1730,1,0.366,0.452,0.078,0.638,0.667,0.613,0.005
1731,2,0.296,0.449,0.066,0.66,0.667,0.647,0.004
1732,2,0.297,0.456,0.049,0.681,0.667,0.65,0.003
1733,1,0.28,0.474,0.077,0.702,0.667,0.674,0.005
1734,1,0.297,0.494,0.091,0.723,0.667,0.706,0.006
1735,1,0.255,0.543,0.097,0.745,0.667,0.748,0.007
1736,1,0.271,0.597,0.128,0.766,0.667,0.777,0.009
1737,1,0.237,0.611,0.187,0.787,0.667,0.816,0.013
1738,1,0.193,0.586,0.109,0.809,0.667,0.815,0.008
1739,1,0.206,0.553,0.093,0.83,0.667,0.787,0.006
1740,1,0.312,0.533,0.107,0.851,0.667,0.756,0.007
1741,1,0.309,0.51,0.109,0.872,0.667,0.711,0.007
1742,2,0.297,0.467,0.072,0.894,0.667,0.666,0.005
1743,2,0.29,0.423,0.07,0.915,0.667,0.61,0.005
1744,2,0.436,0.471,0.075,0.936,0.667,0.549,0.005
1745,2,0.316,0.478,0.052,0.957,0.667,0.495,0.004
1746,1,0.358,0.486,0.096,0.979,0.667,0.565,0.007
1747,1,0.451,0.482,0.097,1.0,0.667,0.534,0.007
1748,1,0.507,0.465,0.089,0.0,0.833,0.493,0.006
1749,2,0.513,0.441,0.078,0.021,0.833,0.459,0.005
1750,1,0.486,0.407,0.084,0.043,0.833,0.514,0.006
1751,2,0.524,0.356,0.076,0.064,0.833,0.477,0.005
1752,2,0.57,0.299,0.067,0.085,0.833,0.427,0.004
1753,2,0.5,0.252,0.047,0.106,0.833,0.374,0.003
1754,2,0.521,0.21,0.044,0.128,0.833,0.327,0.003
1755,2,0.523,0.187,0.045,0.149,0.833,0.299,0.003
1756,2,0.636,0.173,0.049,0.17,0.833,0.278,0.003
1757,2,0.646,0.17,0.043,0.191,0.833,0.263,0.003
1758,2,0.661,0.195,0.046,0.213,0.833,0.276,0.003
1759,2,0.587,0.238,0.045,0.234,0.833,0.308,0.003
1760,2,0.532,0.327,0.056,0.255,0.833,0.397,0.004
1761,2,0.481,0.399,0.075,0.277,0.833,0.491,0.005
1762,1,0.4,0.395,0.079,0.298,0.833,0.566,0.005
1763,1,0.353,0.449,0.09,0.319,0.833,0.647,0.006
1764,1,0.289,0.466,0.131,0.34,0.833,0.692,0.009
1765,1,0.307,0.493,0.119,0.362,0.833,0.686,0.008
1766,1,0.3,0.536,0.152,0.383,0.833,0.695,0.01
1767,1,0.324,0.55,0.15,0.404,0.833,0.678,0.01
1768,1,0.383,0.535,0.133,0.426,0.833,0.67,0.009
1769,1,0.389,0.516,0.101,0.447,0.833,0.664,0.007
1770,1,0.391,0.504,0.096,0.468,0.833,0.653,0.007
1771,1,0.401,0.496,0.095,0.489,0.833,0.649,0.006
1772,1,0.415,0.49,0.091,0.511,0.833,0.633,0.006
1773,1,0.492,0.491,0.092,0.532,0.833,0.607,0.006
1774,1,0.496,0.487,0.097,0.553,0.833,0.608,0.007
1775,1,0.398,0.476,0.091,0.574,0.833,0.628,0.006
1776,1,0.483,0.467,0.091,0.596,0.833,0.612,0.006
1777,1,0.484,0.463,0.089,0.617,0.833,0.602,0.006
1778,1,0.547,0.463,0.088,0.638,0.833,0.574,0.006
1779,1,0.568,0.464,0.088,0.66,0.833,0.572,0.006
1780,2,0.551,0.476,0.087,0.681,0.833,0.578,0.006
1781,1,0.522,0.496,0.089,0.702,0.833,0.598,0.006
1782,1,0.459,0.51,0.089,0.723,0.833,0.624,0.006
1783,1,0.494,0.546,0.09,0.745,0.833,0.657,0.006
1784,1,0.404,0.566,0.09,0.766,0.833,0.678,0.006
1785,1,0.344,0.574,0.095,0.787,0.833,0.719,0.006
1786,1,0.278,0.541,0.091,0.809,0.833,0.733,0.006
1787,1,0.327,0.511,0.09,0.83,0.833,0.708,0.006
1788,1,0.371,0.489,0.089,0.851,0.833,0.68,0.006
1789,1,0.422,0.469,0.088,0.872,0.833,0.653,0.006
1790,2,0.458,0.44,0.082,0.894,0.833,0.599,0.006
1791,2,0.414,0.408,0.054,0.915,0.833,0.555,0.004
1792,2,0.434,0.46,0.075,0.936,0.833,0.535,0.005
1793,2,0.472,0.482,0.075,0.957,0.833,0.5,0.005
1794,2,0.396,0.491,0.082,0.979,0.833,0.583,0.006
1795,2,0.432,0.479,0.078,1.0,0.833,0.555,0.005
1796,2,0.461,0.447,0.077,0.0,1.0,0.516,0.005
1797,2,0.489,0.437,0.077,0.021,1.0,0.466,0.005
1798,2,0.469,0.397,0.081,0.043,1.0,0.509,0.005
1799,2,0.575,0.344,0.075,0.064,1.0,0.474,0.005
1800,2,0.663,0.285,0.072,0.085,1.0,0.426,0.005
1801,2,0.741,0.235,0.056,0.106,1.0,0.373,0.004
1802,2,0.702,0.189,0.049,0.128,1.0,0.33,0.003
1803,2,0.677,0.161,0.043,0.149,1.0,0.286,0.003
1804,2,0.665,0.138,0.032,0.17,1.0,0.248,0.002
1805,2,0.677,0.129,0.028,0.191,1.0,0.222,0.002
1806,2,0.676,0.138,0.031,0.213,1.0,0.228,0.002
1807,2,0.686,0.147,0.032,0.234,1.0,0.233,0.002
1808,2,0.693,0.187,0.04,0.255,1.0,0.257,0.003
1809,2,0.682,0.229,0.043,0.277,1.0,0.292,0.003
1810,2,0.712,0.277,0.038,0.298,1.0,0.304,0.003
1811,2,0.655,0.343,0.071,0.319,1.0,0.36,0.005
1812,1,0.655,0.402,0.082,0.34,1.0,0.415,0.005
1813,1,0.676,0.442,0.096,0.362,1.0,0.442,0.006
1814,1,0.623,0.486,0.102,0.383,1.0,0.474,0.007
1815,1,0.605,0.495,0.104,0.404,1.0,0.463,0.007
1816,1,0.615,0.478,0.103,0.426,1.0,0.458,0.007
1817,1,0.622,0.467,0.104,0.447,1.0,0.453,0.007
1818,1,0.638,0.447,0.104,0.468,1.0,0.433,0.007
1819,1,0.664,0.437,0.103,0.489,1.0,0.428,0.007
1820,1,0.65,0.418,0.101,0.511,1.0,0.406,0.007
1821,1,0.663,0.396,0.096,0.532,1.0,0.393,0.006
1822,1,0.67,0.377,0.091,0.553,1.0,0.39,0.006
1823,1,0.705,0.361,0.086,0.574,1.0,0.367,0.006
1824,2,0.714,0.351,0.077,0.596,1.0,0.353,0.005
1825,2,0.757,0.336,0.076,0.617,1.0,0.335,0.005
1826,2,0.747,0.334,0.075,0.638,1.0,0.319,0.005
1827,2,0.729,0.337,0.075,0.66,1.0,0.325,0.005
1828,2,0.718,0.345,0.075,0.681,1.0,0.321,0.005
1829,2,0.671,0.364,0.075,0.702,1.0,0.34,0.005
1830,2,0.652,0.371,0.057,0.723,1.0,0.357,0.004
1831,2,0.607,0.415,0.066,0.745,1.0,0.398,0.004
1832,1,0.564,0.483,0.092,0.766,1.0,0.457,0.006
1833,1,0.443,0.522,0.104,0.787,1.0,0.524,0.007
1834,1,0.406,0.497,0.107,0.809,1.0,0.559,0.007
1835,1,0.432,0.462,0.103,0.83,1.0,0.54,0.007
1836,1,0.454,0.44,0.101,0.851,1.0,0.521,0.007
1837,1,0.507,0.42,0.099,0.872,1.0,0.49,0.007
1838,1,0.542,0.392,0.1,0.894,1.0,0.468,0.007
1839,1,0.6,0.363,0.093,0.915,1.0,0.429,0.006
1840,1,0.595,0.385,0.089,0.936,1.0,0.417,0.006
1841,1,0.553,0.394,0.091,0.957,1.0,0.401,0.006
1842,1,0.471,0.386,0.101,0.979,1.0,0.485,0.007
1843,1,0.518,0.369,0.094,1.0,1.0,0.464,0.006
1844,1,0.529,0.341,0.092,0.0,0.0,0.434,0.006
1845,1,0.554,0.303,0.081,0.021,0.0,0.386,0.005
1846,1,0.482,0.273,0.084,0.043,0.0,0.438,0.006
1847,2,0.56,0.228,0.067,0.064,0.0,0.396,0.004
1848,2,0.62,0.192,0.055,0.085,0.0,0.346,0.004
1849,2,0.612,0.162,0.052,0.106,0.0,0.31,0.003
1850,2,0.592,0.13,0.044,0.128,0.0,0.259,0.003
1851,2,0.637,0.121,0.043,0.149,0.0,0.217,0.003
1852,2,0.726,0.103,0.037,0.17,0.0,0.185,0.002
1853,2,0.793,0.099,0.04,0.191,0.0,0.166,0.003
1854,2,0.778,0.098,0.047,0.213,0.0,0.161,0.003
1855,2,0.807,0.104,0.045,0.234,0.0,0.153,0.003
1856,2,0.811,0.125,0.045,0.255,0.0,0.159,0.003
1857,2,0.824,0.16,0.051,0.277,0.0,0.171,0.003
1858,2,0.852,0.187,0.037,0.298,0.0,0.165,0.002
1859,2,0.853,0.245,0.065,0.319,0.0,0.2,0.004
1860,1,0.826,0.294,0.08,0.34,0.0,0.25,0.005
1861,1,0.819,0.332,0.084,0.362,0.0,0.289,0.005
1862,1,0.779,0.374,0.089,0.383,0.0,0.312,0.005
1863,1,0.807,0.398,0.087,0.404,0.0,0.323,0.005
1864,2,0.774,0.387,0.076,0.426,0.0,0.316,0.005
1865,2,0.784,0.375,0.075,0.447,0.0,0.307,0.004
1866,2,0.788,0.358,0.067,0.468,0.0,0.304,0.004
1867,2,0.752,0.341,0.062,0.489,0.0,0.303,0.004
1868,2,0.749,0.333,0.049,0.511,0.0,0.306,0.003
1869,2,0.733,0.31,0.049,0.532,0.0,0.295,0.003
1870,2,0.664,0.294,0.05,0.553,0.0,0.298,0.003
1871,2,0.649,0.277,0.047,0.574,0.0,0.283,0.003
1872,2,0.667,0.264,0.055,0.596,0.0,0.278,0.004
1873,2,0.606,0.255,0.032,0.617,0.0,0.288,0.002
1874,2,0.594,0.252,0.045,0.638,0.0,0.283,0.003
1875,2,0.528,0.248,0.036,0.66,0.0,0.304,0.002
1876,2,0.582,0.255,0.052,0.681,0.0,0.31,0.003
1877,2,0.527,0.273,0.05,0.702,0.0,0.35,0.003
1878,2,0.524,0.285,0.046,0.723,0.0,0.376,0.003
1879,2,0.501,0.343,0.062,0.745,0.0,0.411,0.004
1880,1,0.526,0.417,0.086,0.766,0.0,0.455,0.006
1881,1,0.447,0.473,0.105,0.787,0.0,0.527,0.007
1882,1,0.454,0.462,0.104,0.809,0.0,0.561,0.007
1883,1,0.445,0.44,0.096,0.83,0.0,0.562,0.006
1884,1,0.457,0.423,0.092,0.851,0.0,0.549,0.006
1885,1,0.5,0.404,0.093,0.872,0.0,0.526,0.006
1886,1,0.618,0.376,0.095,0.894,0.0,0.485,0.006
1887,1,0.618,0.34,0.087,0.915,0.0,0.452,0.006
1888,1,0.663,0.36,0.08,0.936,0.0,0.419,0.005
1889,1,0.618,0.361,0.076,0.957,0.0,0.4,0.005
1890,1,0.574,0.37,0.094,0.979,0.0,0.461,0.006
1891,1,0.583,0.339,0.086,1.0,0.0,0.443,0.006
1892,1,0.609,0.322,0.084,0.0,0.167,0.4,0.005
1893,1,0.609,0.29,0.079,0.021,0.167,0.376,0.005
1894,1,0.548,0.259,0.081,0.043,0.167,0.424,0.005
1895,1,0.577,0.235,0.072,0.064,0.167,0.399,0.005
1896,2,0.63,0.2,0.055,0.085,0.167,0.362,0.004
1897,2,0.654,0.172,0.05,0.106,0.167,0.323,0.003
1898,2,0.677,0.158,0.045,0.128,0.167,0.281,0.003
1899,2,0.692,0.141,0.039,0.149,0.167,0.252,0.003
1900,2,0.723,0.139,0.044,0.17,0.167,0.232,0.003
1901,2,0.782,0.154,0.043,0.191,0.167,0.22,0.003
1902,2,0.787,0.186,0.046,0.213,0.167,0.244,0.003
1903,2,0.793,0.241,0.052,0.234,0.167,0.28,0.003
1904,1,0.713,0.336,0.08,0.255,0.167,0.375,0.005
1905,1,0.651,0.423,0.087,0.277,0.167,0.462,0.006
1906,1,0.6,0.414,0.085,0.298,0.167,0.527,0.006
1907,1,0.572,0.466,0.088,0.319,0.167,0.593,0.006
1908,1,0.484,0.481,0.09,0.34,0.167,0.642,0.006
1909,1,0.453,0.478,0.09,0.362,0.167,0.647,0.006
1910,1,0.449,0.53,0.09,0.383,0.167,0.65,0.006
1911,1,0.536,0.544,0.128,0.404,0.167,0.629,0.008
1912,1,0.504,0.527,0.107,0.426,0.167,0.626,0.007
1913,1,0.45,0.51,0.139,0.447,0.167,0.627,0.009
1914,1,0.496,0.505,0.15,0.468,0.167,0.63,0.01
1915,1,0.496,0.496,0.153,0.489,0.167,0.642,0.01
